0 | 旁白 | （金鑾殿[1]。太監甩鞭三響，文武百官魚貫行至殿前。皇帝拾級而上走向龍椅） | 公元一七二二年，清康熙皇帝駕崩，川陝總督年羹堯和步軍統領隆科多在皇位繼承人大戰中為四阿哥胤禛登基立下汗馬功勞，被雍正視作社稷重臣一時權傾朝野，成為新政權的核心人物。
504 | 甄嬛 | （碎玉軒） | 好~~
505 | 淳兒 | （御花園） | 姐姐，你看我風箏放得好嗎？
505 | 甄嬛 | （御花園） | 很好。
505 | 淳兒 | （御花園） | 我以前在家的時候最喜歡放風箏了。
505 | 甄嬛 | （御花園） | 可不是，為著你放風箏放得好，皇上說了，過了端午便要封你為貴人呢。
505 | 淳兒 | （御花園） | 皇上喜歡姐姐，也喜歡我是不是？
505 | 甄嬛 | （御花園） | 喜歡，我們大家都喜歡你。
505 | 淳兒 | （御花園） | 姐姐喜歡放風箏嗎？
505 | 甄嬛 | （御花園） | 喜歡呀，小時候在家中練習女工，就會叫上眉姐姐一塊出去放風箏。
505 | 淳兒 | （御花園） | 那我以後也帶著姐姐的孩子放風箏去。
505 | 甄嬛 | （御花園） | 我若生的是公主，像你這樣活潑就好了。
505 | 淳兒 | （御花園） | 斷了……我去把風箏找回來。
505 | 甄嬛 | （御花園） | 快跟上你們家小主，幫她把風箏尋回來。
505 | 淳兒 | （御花園） | 誰都不許去。姐姐，他們去了只會礙手礙腳。
505 | 甄嬛 | （御花園） | 遠遠地跟著你們家小主後頭，快去。
505 | 淳兒 | （獨自去假山上撿了風箏，聽到人語） （御花園） | 你們一個也不許去，在這兒等著我。
505 | 華妃 | （御花園） | 起來吧。本宮這兒有張條子，你要親自交到大將軍手裡。
505 | 密使 | （御花園） | 奴才知道。
505 | 華妃 | （淳兒偷聽） （御花園） | 上面那幾個人都是求官的，讓大將軍看看可不可用。
505 | 密使 | （御花園） | 是，大將軍說了，娘娘在宮裡有什麼不方便，都由奴才傳出去，大將軍自會替娘娘料理。
505 | 華妃 | （御花園） | 好，旁的不說，告訴大將軍，朝中得有自己的人。那些惹咱們討厭的，譬如莞嬪的父親，找個機會除掉便是。
505 | 密使 | （曹貴人發現淳兒） （御花園） | 明白。大將軍說，上回沒能除掉莞嬪的父親，是怕下手太重驚動了皇上。
505 | 華妃 | （音袖：娘娘——） （御花園） | 她怎麼做、什麼時候做，本宮都不管，本宮只求一個暢快。
505 | 密使 | （曹貴人：不可，喊起來反而壞事了） （御花園） | 娘娘放心，奴才定會傳到。
505 | 華妃 | （御花園） | 無事不要到本宮宮裡來，免得惹人耳目，本宮要找你，自會吩咐你到這兒。
505 | 曹貴人 | （帶音袖出假山） （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 管住嘴。
505 | 槿汐 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 曹貴人吉祥。
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 莞嬪娘娘金安。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 曹姐姐起來吧。何須這樣客氣呢？
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 沒想到在這兒碰到了莞嬪娘娘。
505 | 甄嬛 | （摒退下人） （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 坐吧。曹姐姐與妹妹生疏了呢，還是喚我妹妹吧。
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 妹妹。妹妹自懷胎以來似乎格外小心，現在倒放心把人給撇開了呢。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 姐姐真是說笑了，我與姐姐在一起，我要是有什麼閃失那自然是姐姐的不是了，姐姐當然會全力照顧妹妹的，何況這裡也不會有人來推我一把。
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 妹妹可真會說笑啊，誰會來推妹妹一把呢？只怕是連伸一下手指都不敢吧。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 溫宜公主身體近來可好？
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 勞妹妹掛心了，溫宜只是有點咳嗽，不礙事的。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 是啊，只要不再遇上弄錯木薯粉之類的事，公主千金之體必然無恙。
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 皇上不是已經處置了弄錯木薯粉的小唐了嗎？想來不會再有這種事了吧。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 但願如此吧，我也即將為人母，所以特別能體會身為人母的心情，曹姐姐撫育公主也是萬般不易，聽聞姐姐生育公主時還遇難產，驚險萬分呢。
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 是，為人母確實十分不易，時時事事都要替她操心，她但凡有半點不適，我便如剜心一樣難受，恨不能能替她受了這些苦楚。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 曹姐姐是極聰明的人，當然知道怎樣養育公主，不過妹妹倒要叮囑一句：得人庇佑是好，但也要看看是什麼人是不是？否則身受其害，反倒有苦說不出了。
505 | 曹貴人 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 姐姐愚鈍，妹妹這話我倒聽不懂呢。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 姐姐既然不懂那妹妹就更不懂了，不過妹妹只懂得一樣：華妃娘娘當日搜閒月閣不得，是有人順水推舟，雖不是為了幫我，但我也領了她這一份情。妹妹還懂得一件事：為虎作倀是不會有好下場的，棄暗投明則是保全自己和別人最好的法子，姐姐自然懂得良禽擇木而棲。
505 | 曹貴人 | （退） （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 莞嬪娘娘，快到山那邊去看看吧。
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 來人！淳常在怎麼還沒回來？
505 | 槿汐 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 不是有太監跟著嗎？
505 | 甄嬛 | （曹貴人投石子驚動淳兒，華妃示意周寧海去追） | 多打發人去找，快去！
506 | 甄嬛 | （碎玉軒，槿汐黯然入） | 找到了？
506 | 槿汐 | （碎玉軒，槿汐黯然入） | 找到了。
506 | 甄嬛 | （碎玉軒，槿汐黯然入） | 找到就好，這麼晚了她定是餓了，點心都準備好了嗎？
506 | 浣碧 | （碎玉軒，槿汐黯然入） | 準備好了。
506 | 甄嬛 | （槿汐拉住浣碧） （碎玉軒，槿汐黯然入） | 快去拿吧。怎麼了？她是不是犯了什麼錯被責罰了？
506 | 槿汐 | （碎玉軒，槿汐黯然入） | 小主，淳常在——淳常在溺斃在荷花池中了，找到的時候，手裡還握著一截風箏線。
506 | 甄嬛 | （跌坐椅上） （碎玉軒，槿汐黯然入） | 她下午還歡蹦亂跳地放風箏呢，你怎麼能告訴我說她溺斃在荷花池中了？她才十七歲……下午我們還有說有笑的，還說等著過了端午皇上要冊封她為貴人，她還吃著我為她準備的點心，她還說——還說要做我腹中孩子的姨娘，那鐲子還在呢。
506 | 槿汐 | （碎玉軒，槿汐黯然入） | 小主不要太難過。
506 | 小允子 | （入） （甄嬛衝了出去，眾人勸阻） （碎玉軒，槿汐黯然入） | 娘娘，淳常在的遺體被奉入雨花閣了。
506 | 槿汐 | （碎玉軒，槿汐黯然入） | 照顧小主，小主的身子可跑不得！
506 | 小允子 | （僕跪） （掌嘴） （碎玉軒，槿汐黯然入） | 小主，小主去不得呀！皇上說您是有身子的人見不得這個，才奉去雨花閣的，奴才多嘴，奴才該死，小主不能去呀！
506 | 槿汐 | （甄嬛泣不成聲） （碎玉軒，槿汐黯然入） | 小主您三思啊！您現在去只會驚駕，再說請您顧及腹中龍胎，萬萬不能去見那個呀！
506 | 太監 | （碎玉軒，槿汐黯然入） | 皇上駕到！
506 | 甄嬛 | （撲入懷中） （碎玉軒，槿汐黯然入） | 皇上——
506 | 皇帝 | （碎玉軒，槿汐黯然入） | 嬛嬛，你不能傷心。
506 | 甄嬛 | （碎玉軒，槿汐黯然入） | 都是臣妾不好，臣妾不該和淳兒一起去放風箏，更不該縱了她一個人去撿風箏，皇上。
506 | 皇帝 | （槿汐：是） （碎玉軒，槿汐黯然入） | 去熬點安神藥來。淳兒早逝，朕也很傷心，朕答應你會極盡哀榮，追封淳兒為貴人，按貴人儀制治喪。
506 | 甄嬛 | （碎玉軒，槿汐黯然入） | 皇上，臣妾求您，一定要讓臣妾與淳兒見最後一面，皇上。
507 | 華妃 | （翊坤宮） | 這次的事辦得很好，乾淨利落，沒留下半點蛛絲馬跡，本宮會好好賞你的。
507 | 周寧海 | （翊坤宮） | 奴才能為娘娘辦事，奴才不敢邀功。
507 | 華妃 | （翊坤宮） | 這次是天助本宮，若不是發現了她，豈非讓她斷了本宮和哥哥的財路，壞了本宮的大事？
507 | 周寧海 | （翊坤宮） | 娘娘福澤恩厚，誰也妨不了娘娘。
507 | 華妃 | （翊坤宮） | 那個丫頭也是個小狐媚子，她死了，甄嬛不難受死才怪。本宮看見她那一汪眼淚，就覺得痛快！
507 | 周寧海 | （翊坤宮） | 娘娘何等尊貴，縱是莞嬪一時得意，又怎能與娘娘相較？
508 | 槿汐 | （碰到雨兒正在燒紙錢） （御花園，夜） | 小主，你也別想太多了，誰都不希望這樣。是雨兒嗎？
508 | 雨兒 | （御花園，夜） | 請莞嬪娘娘為我家小主做主啊。
508 | 甄嬛 | （御花園，夜） | 怎麼了？慢慢說。
508 | 雨兒 | （御花園，夜） | 我家——我家小主是被人所害的。
508 | 甄嬛 | （御花園，夜） | 這話可不是能胡亂說的。
508 | 雨兒 | （御花園，夜） | 小主自幼生長在水邊，水性極熟，斷不會溺水而死，奴婢實在覺得小主的死有蹊蹺啊。
508 | 甄嬛 | （御花園，夜） | 槿汐，你去問過下午去跟著淳兒的人，他們怎麼說？
508 | 槿汐 | （御花園，夜） | 都說淳常在跑得太快了，一個人就往假山後邊去了，奴才們沒追著，後來就遍尋無果了，直到在荷花池裡發現了她。
508 | 甄嬛 | （御花園，夜） | 人人都道她失足落水，如今看來大有可疑。下午曹貴人那句讓我去那邊看看，她是不是知道什麼？還是她的出現就是為了要拖住我的腳步，不讓我那麼快地發現？我得去問問她。
508 | 槿汐 | （御花園，夜） | 小主，你現在再去問曹貴人，必問不出什麼來了。
508 | 甄嬛 | （御花園，夜） | 現在無憑無據，一切都是妄言，淳兒若真為人所害，我一定替她報仇，絕不讓她枉死。
509 | 曹貴人 | （逗溫宜） （曹貴人住處） | 好玩嗎？
509 | 音袖 | （曹貴人住處） | 小主今天心情很好啊。
509 | 曹貴人 | （曹貴人住處） | 能夠左右逢源也算是件不錯的事情。
509 | 音袖 | （曹貴人住處） | 其實小主何必驚動華妃娘娘發覺淳貴人，咱們原本可以攔下的。
509 | 曹貴人 | （曹貴人住處） | 我若是攔下來，終究招人嫌疑，不如獨善其身。就算是淳貴人倒黴，誰讓她往不該去的地方去。
509 | 音袖 | （曹貴人住處） | 小主除了淳貴人保全華妃娘娘也罷了，為什麼還要告訴莞嬪呢？
509 | 曹貴人 | （曹貴人住處） | 華妃現在是春風得意，莞嬪也算是後起之秀吧，我雖是華妃的人，順水推舟賣莞嬪一個面子，雖然明知去得晚了怕是救不了淳貴人，可莞嬪日後若有了風頭正勁的時候，為了今兒的通風報信，她也不至於太為難我。
509 | 音袖 | （曹貴人住處） | 莞嬪不是發覺那日賞花是娘娘推她的嗎？
509 | 曹貴人 | （曹貴人住處） | 疑心人人都有，她沒有證據罷了，若是她有，我還能坐在這兒嗎？是不是啊？兩虎相爭，就算在夾縫中的小獸也得給自己找條後路，是不是啊？
510 | 華妃 | （翊坤宮） | 皇上萬福。
510 | 皇帝 | （翊坤宮） | 朕看完手頭的摺子才能過來，算不算晚啊？
510 | 華妃 | （翊坤宮） | 只要皇上的心在這兒，什麼時候來都不晚，臣妾等著您。
510 | 皇帝 | （翊坤宮） | 所以朕再晚也要過來。
510 | 華妃 | （奉茶） （翊坤宮） | 皇上看了一天摺子，一定累了吧？
510 | 皇帝 | （翊坤宮） | 你今兒並不知道朕要來，怎麼還備著這個？
510 | 華妃 | （翊坤宮） | 臣妾時時刻刻都盼望著皇上能來，所以一直都備著。
510 | 皇帝 | （翊坤宮） | 有你這份心意，朕即便不來，也一定想著你。
510 | 華妃 | （翊坤宮） | 臣妾看皇上今天心情不錯，可是前朝有喜事嗎？
510 | 皇帝 | （翊坤宮） | 西南的戰事，你哥哥和你侄兒為朕立了大功，朕打算嘉賞你哥哥一等公世職，你父年遐齡本就是一等公，朕再額外加太傅銜給他，至於你哥哥從前的一等男世職，就由他的次子年富承襲，再給你母親正二品誥命夫人的封號，你覺得如何啊？
510 | 華妃 | （翊坤宮） | 臣妾謝過皇上。
510 | 皇帝 | （翊坤宮） | 朕想著莞嬪正為淳貴人的死傷心，為了寬解她，她父親的官職得升一升。
510 | 華妃 | （翊坤宮） | 皇上不是覺得莞嬪的父親大不敬嗎？
510 | 皇帝 | （翊坤宮） | 朕罰也罰了，若是你不喜歡，朕就還是讓他待在都察院，只是升他為僉都御使，如何呀？
510 | 華妃 | （翊坤宮） | 皇上的旨意臣妾不敢違拗，只要莞嬪高興就好。
510 | 皇帝 | （翊坤宮） | 難得你這麼懂事。你的妃位也有些年頭了，朕打算過了端午再給你好好地晉一晉位分。
510 | 華妃 | （翊坤宮） | 臣妾只求能夠時時刻刻陪著皇上，不在乎位分富貴。
511 | 眾妃 | （景仁宮） | 皇后娘娘萬福金安。
511 | 皇后 | （景仁宮） | 都起來吧。
511 | 眾妃 | （景仁宮） | 謝皇后娘娘。華妃娘娘萬福金安。
511 | 華妃 | （景仁宮） | 起來吧。
511 | 眾妃 | （景仁宮） | 謝華妃娘娘。
511 | 華妃 | （景仁宮） | 諸位姐妹今日怎的如此客氣呀？
511 | 皇后 | （景仁宮） | 聽說皇上要晉你的位分，都是一家子姐妹，自然先要向你道喜了。
511 | 華妃 | （景仁宮） | 向來都是皇后娘娘如此福分，沒想到今日臣妾也有福氣沾染。
511 | 齊妃 | （景仁宮） | 華妃娘娘，你這話是什麼意思啊？
511 | 華妃 | （景仁宮） | 娘娘當初從側福晉扶正為福晉之時，想來也是由侍妾們這樣敬賀過來的吧？
511 | 皇后 | （景仁宮） | 妹妹由己及人，真是聰慧呀。
511 | 華妃 | （景仁宮） | 臣妾再聰慧，怎比得上皇后娘娘您福慧雙修呢？皇后娘娘一向最愛體察皇上的心意，不知皇上所說要晉臣妾的位分是要給臣妾什麼位分呢？
511 | 皇后 | （景仁宮） | 妃位之上便是貴妃，貴妃之上便是皇貴妃，皇上聖心大致如此。
511 | 華妃 | （景仁宮） | 娘娘錯了，皇貴妃之上還有皇后呢。
511 | 皇后 | （景仁宮） | 妹妹的意思，是喜歡本宮皇后的寶座了？
511 | 華妃 | （景仁宮） | 娘娘多心了，臣妾只是聽說皇貴妃位比副後，十分尊貴，從前順治爺的董鄂皇貴妃在時，博爾濟吉特皇后連立足之地都沒有呢。
511 | 皇后 | （景仁宮） | 妹妹博古通今，只是皇貴妃再尊貴，都只不過位同副後，皇后終究是皇后，皇貴妃可以有，但母儀天下的人始終只有一個，董鄂皇貴妃即便追封為皇后，仍然是主不祔廟。凡事名不正則言不順，妹妹你聰慧過人，應該知道什麼是安分守時、進退合宜。
511 | 華妃 | （景仁宮） | 臣妾只知道物不平則鳴，臣妾不過是閒話兩句，就惹來皇后娘娘一番巨集論，不知道的還以為皇后娘娘和博爾濟吉特皇后一樣聞聽皇貴妃三個字如臨大敵呢。
511 | 皇后 | （景仁宮） | 訓導妃嬪以正宮闈是皇后的職責，妹妹如今多聽一些，晉封之後便更能以理服人、以德服人了。
